id,amenity_type,amenity_name,postalcode,lat,lon,amenity_category_id,pa_id,sz_id,rn_id
37743,bus_stops,blk 695,21361,1.34302323304896,103.70767181671128,11,13,214,14771
37744,bus_stops,opp blk 695,21369,1.34309123717886,103.70800310705764,11,13,197,25879
37745,bus_stops,blk 680c,21371,1.34522722613512,103.70617873626036,11,13,214,25889
37746,bus_stops,blk 263,21379,1.34534855216089,103.7064891298892,11,13,197,25902
37747,bus_stops,st. joseph's hme,21381,1.350462,103.709815,11,13,183,32515
37748,bus_stops,opp st. joseph's hme,21389,1.350059,103.709927,11,13,197,25936
37749,bus_stops,river valley high sch,21391,1.34485064221938,103.70847936082644,11,13,197,15676
37750,bus_stops,opp river valley high sch,21399,1.3448140795943,103.70805985100183,11,13,197,25888
37751,bus_stops,blk 191,21409,1.34338969264048,103.71207059648545,11,13,197,35578
37752,bus_stops,opp blk 188,21411,1.34393270141852,103.71033048575686,11,13,197,15683
37753,bus_stops,blk 188,21419,1.34388060681347,103.71057645840756,11,13,197,31927
37754,bus_stops,blk 176,21421,1.34720307776277,103.71032595632526,11,13,197,32962
37755,bus_stops,blk 185,21429,1.34740203306581,103.71059149459592,11,13,197,15674
37756,bus_stops,blk 210,21431,1.34765638897246,103.71241055602675,11,13,197,31923
37757,bus_stops,boon lay cc,21439,1.34842277796612,103.71165888901648,11,13,197,37098
37758,bus_stops,blk 207,21441,1.34638242521451,103.713262291859,11,13,197,37100
37759,bus_stops,boon lay shop ctr,21449,1.34639805597018,103.71306138901696,11,13,197,37097
37760,bus_stops,blk 206,21451,1.34524833302487,103.7147300000144,11,13,197,31977
37761,bus_stops,blk 209,21459,1.3455804550235,103.71491332975408,11,13,197,31925
37762,bus_stops,bef tukang innovation dr,21461,1.32731972199567,103.71799361099863,11,2,147,33379
37763,bus_stops,bef chia ping rd,21469,1.32747500002724,103.71808527797025,11,2,147,33379
37764,bus_stops,bef tukang innovation lane,21471,1.32673138898791,103.71542666702132,11,2,147,15766
37765,bus_stops,aft tukang innovation lane,21479,1.3269180560083,103.71570166699784,11,2,147,15766
37766,bus_stops,grundfos,21481,1.325953,103.711932,11,2,147,15760
37767,bus_stops,opp grundfos,21489,1.326155,103.712199,11,2,147,15760
37768,bus_stops,bef intl rd,21491,1.3268635454851,103.71082676692178,11,2,147,15761
37769,bus_stops,bef jln tukang,21499,1.3265554895957,103.71102434826084,11,2,147,15761
37770,bus_stops,bef meiji seika,21501,1.3304277146486,103.71000208357827,11,13,193,15745
37771,bus_stops,opp meiji seika,21509,1.33115639068272,103.70998723220184,11,13,193,15758
37772,bus_stops,bef chin bee rd,21511,1.3331199693958,103.71107697488075,11,13,193,15759
37773,bus_stops,aft chin bee rd,21519,1.33295908040191,103.71129155158584,11,13,193,15759
37774,bus_stops,pb packaging systems,21521,1.33413893275864,103.71458530428906,11,13,193,15749
37775,bus_stops,aft third chin bee rd,21529,1.3340830392462,103.71509707566638,11,13,193,15749
37776,bus_stops,clariant s'pore,21531,1.33187576098508,103.71634483335832,11,13,193,15737
37777,bus_stops,opp kaily packaging,21539,1.331311,103.716354,11,13,193,15737
37778,bus_stops,aft fourth chin bee rd,21541,1.33138075779669,103.71986360869532,11,13,208,28042
37779,bus_stops,automotive technology,21549,1.33088280586201,103.71899585412748,11,2,147,29464
37780,bus_stops,blk 151,21551,1.3266610431866,103.7209862100987,11,13,208,32292
37781,bus_stops,cisco recall,21559,1.326626598883,103.72063909698711,11,13,208,33391
37782,bus_stops,blk 158,21561,1.328801,103.722753,11,13,208,36651
37783,bus_stops,opp blk 158,21569,1.32857203912272,103.7228981311344,11,13,208,21901
37784,bus_stops,opp jurong sec sch,21571,1.33056719470166,103.72307005592994,11,13,208,32311
37785,bus_stops,jurong sec sch,21579,1.33013472279057,103.72318086110512,11,13,208,31919
37786,bus_stops,blk 65,21581,1.33243350969467,103.72328639029728,11,13,208,32308
37787,bus_stops,opp blk 65,21589,1.33246568746472,103.72345805167676,11,13,208,15707
37788,bus_stops,opp blk 117,21591,1.33476103645994,103.72242808341085,11,13,208,32298
37789,bus_stops,blk 117,21599,1.33468356164521,103.722684936396,11,13,208,21860
37790,bus_stops,blk 357,21601,1.33727029608815,103.72109770581518,11,13,208,32306
37791,bus_stops,opp blk 364,21609,1.33775166774993,103.72102625466782,11,13,208,32278
37792,bus_stops,blk 367,21611,1.3383643422738,103.71931958855112,11,13,208,32242
37793,bus_stops,aft corp rd,21619,1.33793509893342,103.71816213921478,11,13,208,29468
37794,bus_stops,blk 354,21621,1.3392149977089,103.72205929003124,11,13,208,15701
37795,bus_stops,blk 334,21629,1.339672,103.722816,11,13,208,15701
37796,bus_stops,blk 115,21631,1.33363626085559,103.72493610114242,11,13,208,24522
37797,bus_stops,opp blk 115,21639,1.33378861099344,103.72511638897618,11,12,209,15688
37798,bus_stops,bef blk 322,21641,1.3363012622323,103.7250086693193,11,13,208,31903
37799,bus_stops,opp blk 322,21649,1.33670886560508,103.72517977728532,11,12,209,15686
37800,bus_stops,opp chinese gdn,21651,1.33873014874255,103.72402172321266,11,13,208,31901
37801,bus_stops,chinese gdn,21659,1.33896010542304,103.7241080848694,11,12,209,32304
37802,bus_stops,yuan ching sec sch,21661,1.34176560473259,103.72141430185464,11,13,208,35565
37803,bus_stops,opp blk 134d,21669,1.34134214489014,103.7220951930324,11,12,209,23556
37804,bus_stops,blk 331,21671,1.33806500003375,103.72376166703002,11,13,208,15710
37805,bus_stops,blk 329,21679,1.3377621978639,103.72358362464976,11,13,208,32271
37806,bus_stops,opp blk 200,21681,1.34228732259066,103.71466298692036,11,13,193,25317
37807,bus_stops,blk 200,21689,1.34241984576482,103.71442338427325,11,13,197,31949
37808,bus_stops,opp summerdale,21691,1.34107859811695,103.71138811111824,11,13,193,13765
37809,bus_stops,summerdale,21699,1.34154982082089,103.71203075013112,11,13,197,31949
37810,bus_stops,bet blks 523/525,21711,1.34699884210956,103.7157628162222,11,13,261,25326
37811,bus_stops,opp blk 529,21719,1.34779474567713,103.71507297402223,11,13,197,15661
37812,bus_stops,blk 239a,21721,1.342563,103.711075,11,13,197,31946
37813,bus_stops,opp blk 239a,21729,1.34238,103.711321,11,13,197,31980
37814,bus_stops,jurong sec sch,21751,1.33089333300685,103.72480472198431,11,13,208,34567
37815,bus_stops,opp jurong sec sch,21759,1.33032387572414,103.7249113116863,11,12,209,21905
37816,bus_stops,blk 138b,21761,1.32831333299986,103.72476805601296,11,13,208,32290
37817,bus_stops,opp blk 138b,21769,1.32847554099899,103.7249037836336,11,12,209,21903
37818,bus_stops,aft corp dr,21771,1.3266,103.723626,11,13,208,36652
37819,bus_stops,aft yuan ching rd,21779,1.32643572160288,103.72425774502392,11,13,208,31915
37820,bus_stops,boon lay int,22009,1.33932334709184,103.70545701843297,11,13,214,15799
37821,bus_stops,bef jurong hill,22011,1.32129797964322,103.7077550377112,11,2,141,3213
37822,bus_stops,aft tractor rd,22019,1.32202402246272,103.7071133033833,11,2,147,21836
37823,bus_stops,givaudan,22021,1.32168245080395,103.70369314086494,11,2,141,22060
37824,bus_stops,opp givaudan,22029,1.32244971744256,103.70268212142696,11,2,147,22053
37825,bus_stops,bef pioneer circus,22031,1.32216806047952,103.69855176773174,11,2,141,20642
37826,bus_stops,markono holdings,22039,1.32284076507861,103.69861624674222,11,2,147,34220
37827,bus_stops,aft tg kling rd,22041,1.31463499997457,103.69873083298778,11,2,141,12493
37828,bus_stops,bef tg kling rd,22049,1.3144663889863,103.69788888900642,11,2,114,7935
37829,bus_stops,opp buroh st,22051,1.31386916701697,103.7020447220124,11,2,141,1486
37830,bus_stops,aft buroh st,22059,1.3136061110111,103.701262499978,11,2,114,7935
37831,bus_stops,ceva logistics,22061,1.31427617763344,103.70464097156749,11,2,141,1486
37832,bus_stops,opp ceva logistics,22069,1.31365447950552,103.703794622055,11,2,114,4879
37833,bus_stops,bef jurong pier rd,22071,1.31433636827053,103.70695129035256,11,2,141,1486
37834,bus_stops,aft jurong pier rd,22079,1.31394399203055,103.70804979014268,11,2,114,4879
37835,bus_stops,opp natsteel,22081,1.30599555710248,103.700375932994,11,2,114,1482
37836,bus_stops,natsteel,22089,1.30589277802592,103.70087805599309,11,2,114,1482
37837,bus_stops,aft jln samulun,22091,1.30880721630907,103.6965558745042,11,2,115,1481
37838,bus_stops,bef jln samulun,22099,1.30879764761052,103.69688960154522,11,2,114,1481
37839,bus_stops,aft jln buroh,22141,1.3173330063793,103.6959517251446,11,15,137,4745
37840,bus_stops,bef jln buroh,22149,1.3173196040118,103.69631182452451,11,2,141,7921
37841,bus_stops,hitachi,22151,1.32095233702714,103.69627164313702,11,15,137,4737
37842,bus_stops,opp hitachi,22159,1.32095243330175,103.69663318172152,11,2,141,4732
37843,bus_stops,aft lok yang way,22161,1.32551656861142,103.69643109025226,11,15,144,15917
37844,bus_stops,aft intl rd,22169,1.32624542877841,103.6966157738775,11,2,147,18709
37845,bus_stops,opp secura s'pore,22171,1.32954166703099,103.69637694399476,11,13,105,18704
37846,bus_stops,secura s'pore,22179,1.33000472340216,103.6966590690515,11,13,105,31759
37847,bus_stops,s'pore post,22181,1.33301611112037,103.69637694442996,11,13,105,15921
37848,bus_stops,pioneer junction,22189,1.33369710730493,103.69666289847902,11,13,105,27139
37849,bus_stops,soon lee depot,22191,1.33130584013018,103.69832754842358,11,13,105,22051
37850,bus_stops,opp soon lee depot,22199,1.33102248150132,103.69847431049809,11,13,105,22051
37851,bus_stops,aft neythal rd,22219,1.32764556072381,103.70260743188996,11,2,147,28107
37852,bus_stops,aft pioneer rd nth,22221,1.32790916071437,103.69785686002558,11,13,105,18712
37853,bus_stops,bef pioneer rd nth,22229,1.32764334311,103.6988746838078,11,2,147,28108
37854,bus_stops,blk 639,22231,1.34079486676221,103.69717899290252,11,13,214,25817
37855,bus_stops,blk 624,22239,1.34081972201603,103.69742194398373,11,13,214,25850
37856,bus_stops,opp blk 622,22241,1.34012270744787,103.69938392223636,11,13,214,15804
37857,bus_stops,blk 622,22249,1.34016007378301,103.69865436006684,11,13,214,25821
37858,bus_stops,blk 665a,22251,1.34073333303053,103.70265666700926,11,13,214,23546
37859,bus_stops,blk 668d,22259,1.34089136412278,103.7025463831608,11,13,214,25829
37860,bus_stops,bef kwong min rd,22271,1.32924582821916,103.7001114570651,11,13,105,15905
37861,bus_stops,aft soon lee rd,22281,1.32849264291843,103.70375258407392,11,13,105,15913
37862,bus_stops,bef fan yoong rd,22289,1.32926333300758,103.70284000001512,11,13,105,15908
37863,bus_stops,bef soon lee rd,22299,1.33068833434452,103.70177410483808,11,13,105,15789
37864,bus_stops,aft fan yoong rd,22309,1.33326999997395,103.7033808329889,11,13,105,15907
37865,bus_stops,bef enterprise rd,22319,1.33198138900019,103.70545250001828,11,13,105,15787
37866,bus_stops,opp sam mccoy engrg,22329,1.33024346855102,103.70501590196446,11,13,105,15787
37867,bus_stops,tg kling rd (end),22331,1.30485847664917,103.70317916961058,11,2,114,1482
37868,bus_stops,blk 673c,22341,1.34491616105023,103.70103326346651,11,13,214,25892
37869,bus_stops,blk 734a cp,22349,1.34520537289138,103.7007962851633,11,13,259,32660
37870,bus_stops,opp blk 717,22351,1.34277421893699,103.69803382884736,11,13,214,21200
37871,bus_stops,blk 717,22359,1.3425266670299,103.69727527800596,11,13,259,25862
37872,bus_stops,blk 641,22361,1.34077805602959,103.69587277801652,11,13,214,25849
37873,bus_stops,blk 704,22369,1.34033186393306,103.69511038795854,11,13,259,25823
37874,bus_stops,bef jln buroh,22391,1.31342749923518,103.6957230721563,11,2,115,4740
37875,bus_stops,aft jln buroh,22399,1.31345707127095,103.69601603244551,11,2,114,4757
37876,bus_stops,aft shipyard rd,22401,1.31007875279152,103.69714966993958,11,2,115,8729
37877,bus_stops,bef shipyard rd,22409,1.31014256556667,103.6974198986034,11,2,114,4757
37878,bus_stops,blk 676b,22411,1.34626796042608,103.70380100924208,11,13,214,25905
37879,bus_stops,jurong west sub-stn,22419,1.346532,103.703637,11,13,259,36313
37880,bus_stops,natl oxygen pte ltd,22421,1.30775500000365,103.6987238889808,11,2,114,11293
37881,bus_stops,opp natl oxygen pte ltd,22429,1.30725749703402,103.69908070609895,11,2,114,11293
37882,bus_stops,opp fei siong group,22431,1.33308242562379,103.70742208599415,11,13,105,15781
37883,bus_stops,aft fei siong group,22439,1.33311257526168,103.70680944659456,11,13,105,15788
37884,bus_stops,blk 669 cp,22441,1.342816,103.70358,11,13,214,23547
37885,bus_stops,blk 685b,22449,1.343058,103.703812,11,13,214,25881
37886,bus_stops,opp blk 643,22451,1.33817022625307,103.6956128058036,11,13,259,25782
37887,bus_stops,blk 643,22459,1.33856290426228,103.69572041924056,11,13,214,25803
37888,bus_stops,opp blk 653b,22461,1.33596194443399,103.6962049999685,11,13,259,27142
37889,bus_stops,blk 653b,22469,1.33649062479414,103.69631873743737,11,13,214,25774
37890,bus_stops,blk 991b,22471,1.33509047686273,103.6931453983202,11,13,259,32643
37891,bus_stops,opp blk 991b,22479,1.33474242487786,103.693102645977,11,13,105,15895
37892,bus_stops,blk 691a cp,22481,1.3424622384747,103.70554089546958,11,13,214,25878
37893,bus_stops,blk 683a,22489,1.34258460261,103.70536833792208,11,13,214,25848
37894,bus_stops,blk 662d,22491,1.336702,103.705146,11,13,214,25769
37895,bus_stops,opp blk 662c,22499,1.337187,103.704805,11,13,214,15830
37896,bus_stops,blk 662a,22501,1.33769199118033,103.70297133237952,11,13,214,25794
37897,bus_stops,blk 664c,22509,1.33799405073941,103.70323491142736,11,13,214,25786
37898,bus_stops,blk 658c,22511,1.33746181720219,103.70029665103546,11,13,214,15808
37899,bus_stops,blk 608,22519,1.33773359608761,103.6999522210238,11,13,214,25793
37900,bus_stops,pioneer stn exit a,22521,1.33741647896432,103.69776790191162,11,13,214,15833
37901,bus_stops,pioneer stn exit b,22529,1.33777262767008,103.69728617102128,11,13,214,25784
37902,bus_stops,opp jurong west pr sch,22531,1.33922673310366,103.6981437537688,11,13,214,25795
37903,bus_stops,jurong west pr sch,22539,1.33919523713654,103.69838678279568,11,13,214,25813
37904,bus_stops,blk 655,22541,1.33496804809618,103.69761016575691,11,13,214,27141
37905,bus_stops,opp blk 655 cp,22549,1.33463563122766,103.69795361380136,11,13,105,23545
37906,bus_stops,blk 657,22551,1.33498204269222,103.70065616150622,11,13,214,26416
37907,bus_stops,opp blk 657 cp,22559,1.33465462202129,103.70101403397048,11,13,105,25766
37908,bus_stops,blk 660 cp,22561,1.33497038465954,103.704144267721,11,13,214,26416
37909,bus_stops,opp blk 660 cp,22569,1.33464939590143,103.70458203446964,11,13,105,25766
37910,bus_stops,blk 670a,22591,1.3447589,103.70289,11,13,214,15801
37911,bus_stops,blk 678d,22599,1.3443608,103.7034508,11,13,214,21853
37912,bus_stops,soon lee bus pk,22609,1.33048210252836,103.69830144019608,11,13,105,22051
37913,bus_stops,carrier transicold p/l,23011,1.32240518497889,103.69250829071932,11,15,137,20638
37914,bus_stops,nippon paint,23019,1.32302099996901,103.69256700002228,11,15,144,20634
37915,bus_stops,aft benoi sector,23021,1.32243595181684,103.6851860612218,11,15,137,27289
37916,bus_stops,stamford tyre,23029,1.32302194442237,103.68622888892132,11,15,144,33258
37917,bus_stops,bef benoi flyover,23031,1.32239543114794,103.68099108399514,11,15,137,34778
37918,bus_stops,aft benoi flyover,23039,1.32303111111252,103.68151388887642,11,15,144,20654
37919,bus_stops,opp jurong camp,23041,1.33334088691759,103.69055967203332,11,13,105,15895
37920,bus_stops,jurong camp,23049,1.33410764081742,103.69061140570352,11,13,106,32643
37921,bus_stops,bef kian teck rd,23051,1.33168972198862,103.68928138898715,11,13,105,15895
37922,bus_stops,aft kian teck rd,23059,1.33071284667323,103.68813759846915,11,13,106,32643
37923,bus_stops,aft kian teck rd,23061,1.329527778021,103.68652222202904,11,13,105,32646
37924,bus_stops,bef kian teck rd,23069,1.32989950511553,103.68582019131011,11,13,106,33452
37925,bus_stops,opp safti military inst,23071,1.32977056006705,103.68257796013836,11,13,105,33450
37926,bus_stops,safti military inst,23079,1.33017908917854,103.68181544225692,11,13,106,33453
37927,bus_stops,opp s'pore discovery ctr,23081,1.33011660553179,103.67826798978072,11,15,144,29829
37928,bus_stops,s'pore discovery ctr,23089,1.330433728881,103.67843466317233,11,13,106,16000
37929,bus_stops,nippon,23091,1.32451861639004,103.69276227893867,11,15,144,15948
37930,bus_stops,bef first lok yang rd,23099,1.32467117178875,103.69286142759196,11,15,144,15948
37931,bus_stops,auto world care,23101,1.32453472201272,103.69091333299924,11,15,144,20649
37932,bus_stops,aft third lok yang rd,23109,1.32468138902865,103.69068388898825,11,15,144,20649
37933,bus_stops,bef fourth lok yang rd,23111,1.32454666699618,103.68836472199122,11,15,144,15987
37934,bus_stops,aft fourth lok yang rd,23119,1.32467561470377,103.68847743952205,11,15,144,15987
37935,bus_stops,opp leroy-somer,23121,1.32454951872062,103.68564634652004,11,15,144,15988
37936,bus_stops,leroy-somer,23129,1.32468096678984,103.6855876219644,11,15,144,15988
37937,bus_stops,mes logistic hub,23131,1.32537111100949,103.684046944028,11,15,144,31834
37938,bus_stops,bef lok yang way,23139,1.32517166702255,103.68414777801723,11,15,144,31834
37939,bus_stops,opp varco,23141,1.32666880692569,103.68401506144215,11,15,144,31834
37940,bus_stops,varco,23149,1.32683034567488,103.68416474851742,11,15,144,31834
37941,bus_stops,containers printers,23151,1.32788229015066,103.68483459543562,11,13,105,15958
37942,bus_stops,aft fifth lok yang rd,23159,1.32766374044406,103.68563350571776,11,15,144,31836
37943,bus_stops,aft kian teck rd,23161,1.3278839556405,103.68869472049072,11,13,105,15953
37944,bus_stops,bef kian teck rd,23169,1.32768833297607,103.6886763890102,11,15,144,31789
37945,bus_stops,skk (s) pte ltd,23171,1.32789603640425,103.69118969248986,11,13,105,20648
37946,bus_stops,aft second lok yang rd,23179,1.32767284372911,103.69102029335356,11,15,144,31792
37947,bus_stops,aft kian teck rd,23181,1.32790305599387,103.69448861100469,11,13,105,15945
37948,bus_stops,bef first lok yang rd,23189,1.32764459746447,103.69397532297508,11,15,144,18713
37949,bus_stops,sk tes,23191,1.31966145615591,103.6836276514436,11,15,137,1472
37950,bus_stops,opp sk tes,23199,1.31951264524841,103.68312351699184,11,15,137,1472
37951,bus_stops,pall corporation,23201,1.31964589958011,103.68628552653574,11,15,137,1472
37952,bus_stops,ns bluescope lysaght,23209,1.31950327084795,103.6857761424996,11,15,137,1472
37953,bus_stops,mapletree logistics hub,23211,1.31792061914698,103.6892047185557,11,15,137,1473
37954,bus_stops,opp mapletree log hub,23219,1.31832727349422,103.68852528629336,11,15,137,1473
37955,bus_stops,aft gul way,23221,1.30896659624814,103.67178095052478,11,15,138,2622
37956,bus_stops,opp gul way,23229,1.30868757581216,103.67180644651503,11,15,76,2622
37957,bus_stops,keppel logistics,23231,1.30926499998419,103.67491833296832,11,15,138,10661
37958,bus_stops,opp keppel logistics,23239,1.309154,103.675189,11,15,76,1459
37959,bus_stops,aft benoi rd,23241,1.3102543597714,103.67981162071216,11,15,137,8745
37960,bus_stops,bef benoi rd,23249,1.30990348653039,103.67948846644916,11,15,76,9650
37961,bus_stops,aft shipyard rd,23251,1.3117223561773,103.6837814302816,11,15,137,5609
37962,bus_stops,bef shipyard rd,23259,1.31139556205987,103.6836649596919,11,2,115,8734
37963,bus_stops,opp exxon mobil,23261,1.31264863196713,103.68577338809426,11,15,137,5609
37964,bus_stops,exxon mobil,23269,1.312406285462,103.6857799047387,11,2,115,8734
37965,bus_stops,bef benoi sector,23279,1.3149287594586,103.69162853660085,11,2,115,4744
37966,bus_stops,aft pioneer rd,23281,1.30650617564734,103.6789673712784,11,15,76,2616
37967,bus_stops,st marine,23291,1.30382409549165,103.6793047741436,11,15,76,2616
37968,bus_stops,bef benoi basin,23301,1.30212057066579,103.67953903241492,11,15,76,2616
37969,bus_stops,seatrium benoi yard,23311,1.30178638897679,103.67745555601714,11,15,76,2616
37970,bus_stops,bef benoi lane,23321,1.30404333032775,103.67618479236954,11,15,76,2616
37971,bus_stops,opp jp nelson,23331,1.30689333299079,103.67584222201576,11,15,76,1458
37972,bus_stops,aft pioneer rd,23341,1.31118496429579,103.67850804808974,11,15,138,10666
37973,bus_stops,bef pioneer rd,23349,1.31076855055702,103.67871579430351,11,15,137,2606
37974,bus_stops,aft gul ave,23351,1.31615485867639,103.67874941599844,11,15,138,10668
37975,bus_stops,opp gul ave,23359,1.31500500807478,103.6788828370567,11,15,137,2574
37976,bus_stops,bef benoi sector,23361,1.31910770453777,103.6788383227952,11,15,138,10668
37977,bus_stops,aft benoi sector,23369,1.31907826658404,103.67911023430727,11,15,137,2603
37978,bus_stops,bef joo koon int,23371,1.32595445317751,103.6790814673288,11,15,144,33225
37979,bus_stops,opp joo koon int,23379,1.3265431228454,103.67939439835484,11,15,144,29821
37980,bus_stops,pec ltd,23389,1.30755644701044,103.69377301234816,11,2,115,1480
37981,bus_stops,keppel offshore & marine,23399,1.30533638898993,103.69237083299345,11,2,115,1480
37982,bus_stops,mobil marine ter,23409,1.30352138897737,103.68933638897876,11,2,115,1480
37983,bus_stops,bef shipyard cres,23419,1.30380777799126,103.6861461109867,11,2,115,1479
37984,bus_stops,opp mooreast,23429,1.30456833652112,103.68472051252805,11,2,115,9653
37985,bus_stops,opp lp 71,23439,1.30774277950908,103.68468656882482,11,2,115,9653
37986,bus_stops,bef benoi pl,23441,1.31304186906391,103.67862695881058,11,15,138,10666
37987,bus_stops,aft benoi pl,23449,1.31284166701008,103.67877583300174,11,15,137,2606
37988,bus_stops,opp chemical industries,23451,1.30402666700212,103.6972844439932,11,2,114,1482
37989,bus_stops,tanoto shipyard,23461,1.30546916761511,103.69643466903612,11,2,114,12499
37990,bus_stops,opp tanoto shipyard,23469,1.3050852014562,103.69683459275382,11,2,114,1482
37991,bus_stops,aft benoi rd,23471,1.31966340928848,103.68097194774356,11,15,137,1472
37992,bus_stops,bef benoi rd,23479,1.31950924526288,103.6806598533434,11,15,137,1472
37993,bus_stops,molex,23481,1.32791691676156,103.68174669439476,11,13,105,29818
37994,bus_stops,opp molex,23489,1.32759688194654,103.68048864270644,11,15,144,31833
37995,bus_stops,joo koon stn exit b,23491,1.32792408366339,103.67780864699095,11,15,144,33180
37996,bus_stops,joo koon stn exit a,23499,1.32755092355685,103.67805103515067,11,15,144,29814
37997,bus_stops,aft pioneer rd nth,23501,1.32453160328451,103.6958354332658,11,15,144,35142
37998,bus_stops,hoe keng motor,23509,1.32468013030892,103.69561678727868,11,15,144,15918
37999,bus_stops,opp fairprice hub,23519,1.32479352408668,103.6793660000188,11,15,144,29821
38000,bus_stops,joo koon int,24009,1.32697254709069,103.67839791240787,11,15,144,29814
38001,bus_stops,m.c. packaging pte ltd,24011,1.32230923979842,103.6776263194759,11,15,138,20655
38002,bus_stops,liang huat ind cplx,24019,1.32288721900936,103.6772820679354,11,15,144,31131
38003,bus_stops,meritor heavy veh systems,24021,1.32185257239826,103.67087977752024,11,15,138,22263
38004,bus_stops,mazak s'pore,24029,1.3224709639188,103.67132658072524,11,15,144,31131
38005,bus_stops,opp pasir laba camp,24041,1.33035313055333,103.67499316670492,11,15,144,15998
38006,bus_stops,pasir laba camp,24049,1.33094144977498,103.67379074701834,11,32,307,20659
38007,bus_stops,aft gul ave,24089,1.31445576142607,103.67069001700852,11,15,138,11063
38008,bus_stops,opp yeow san pte ltd,24129,1.32614180600676,103.66987144292962,11,15,144,33268
38009,bus_stops,opp toyo ink,24139,1.32733592150747,103.67193012673827,11,15,144,33265
38010,bus_stops,aft joo koon cres,24149,1.32754011144327,103.67466321781173,11,15,144,33265
38011,bus_stops,aft joo koon rd,24159,1.3268422233348,103.67664244711858,11,15,144,15960
38012,bus_stops,bef gul circle,24169,1.31038624703757,103.66671593002816,11,15,138,11074
38013,bus_stops,bef gul lane,24179,1.30940312319597,103.66477126222463,11,15,138,2584
38014,bus_stops,tai sin electric cables,24189,1.31116229073472,103.6619380811675,11,15,138,2584
38015,bus_stops,jb ind pte ltd,24199,1.31308152323838,103.65993666344218,11,15,138,11492
38016,bus_stops,aft gul lane,24209,1.31523764085318,103.6598693200974,11,15,138,11492
38017,bus_stops,precision products,24219,1.31822701576325,103.66267154250264,11,15,138,11092
38018,bus_stops,aft gul st 3,24229,1.31953778109044,103.66615348821183,11,15,138,2587
38019,bus_stops,bef gul st 1,24239,1.31979166699662,103.6690038889689,11,15,138,2578
38020,bus_stops,asiatic agricultural ind,24249,1.3200141711372,103.67231073811736,11,15,138,2576
38021,bus_stops,dnv gl laboratory,24259,1.32022430366593,103.6756285744157,11,15,138,11036
38022,bus_stops,sing huat hardware,24269,1.31796007151086,103.67660828077692,11,15,138,11037
38023,bus_stops,cameron iron works,24279,1.31480277476233,103.6767463061916,11,15,138,11078
38024,bus_stops,opp keppel t&t,24289,1.31240457504935,103.674858525035,11,15,138,11657
38025,bus_stops,aft gul way,24299,1.31215859373419,103.67165007095036,11,15,138,11078
38026,bus_stops,snl logistics pte ltd,24301,1.31260985884793,103.66584908540896,11,15,138,11066
38027,bus_stops,opp hong hang bldg,24331,1.30854833300657,103.66868333299612,11,15,138,5607
38028,bus_stops,hong hang bldg,24339,1.30840666698801,103.66899333300486,11,15,76,5607
38029,bus_stops,seatrium pioneer yard,24341,1.29559624794118,103.67069575266142,11,15,61,2643
38030,bus_stops,st engrg gul yard,24349,1.29557792043984,103.67091644467769,11,15,76,2643
38031,bus_stops,opp s'pore takada ind,24351,1.29811763317717,103.6683905248493,11,15,61,2640
38032,bus_stops,s'pore takada ind,24359,1.29822556407932,103.66853349337184,11,15,76,2640
38033,bus_stops,hanwha offshore s'pore,24369,1.30077687663858,103.66698326196403,11,15,76,2635
38034,bus_stops,opp asia ind gases,24379,1.30366277967429,103.66588434674222,11,15,76,2636
38035,bus_stops,ge keppel energy svcs,24381,1.3068880559927,103.66532722200752,11,15,61,2628
38036,bus_stops,opp ge keppel energy svcs,24389,1.30668431065764,103.66551563876423,11,15,76,2628
38037,bus_stops,chem-solv technologies,24391,1.29859319877639,103.66447101698635,11,15,61,8766
38038,bus_stops,opp hoe huat engrg,24401,1.30031638897466,103.6635577779868,11,15,61,8766
38039,bus_stops,opp multi ways equipment,24411,1.30243777798816,103.661733611007,11,15,61,11030
38040,bus_stops,bef pioneer sector 1,24421,1.30463277796645,103.65950611101404,11,15,61,11767
38041,bus_stops,aft pioneer sector 2,24431,1.30726611103183,103.6576999999841,11,15,61,11033
38042,bus_stops,gsk,24441,1.30713498253909,103.66096830094708,11,15,61,2627
38043,bus_stops,opp cambridge ind trust,24451,1.30599340060276,103.66378722029442,11,15,61,2627
38044,bus_stops,bef nam leong co pte ltd,24461,1.29723931495896,103.66626018526829,11,15,61,2638
38045,bus_stops,aft joo koon way,24489,1.32574395668742,103.67111058135131,11,15,144,16002
38046,bus_stops,panasonic ind devices,24499,1.32598700998791,103.67439565139507,11,15,144,16002
38047,bus_stops,bef tuas flyover,24501,1.32424896848956,103.66479791875364,11,15,144,13075
38048,bus_stops,aft tuas flyover,24509,1.32431478516881,103.66411622471436,11,30,203,21231
38049,bus_stops,gul circle stn exit a,24511,1.319446944,103.6608911,11,15,138,20623
38050,bus_stops,gul circle stn exit b,24519,1.319071944,103.6598081,11,30,102,9244
38051,bus_stops,bef tuas ave 5,24521,1.317440843177,103.65887836276522,11,15,138,8749
38052,bus_stops,aft tuas ave 5,24529,1.31721248927948,103.65816649904158,11,30,102,9544
38053,bus_stops,utracon corp,24531,1.30622638897168,103.65688416696948,11,15,61,2647
38054,bus_stops,dundee marine,24539,1.30492020241064,103.65548029310382,11,15,61,2647
38055,bus_stops,opp seatrium tuas yard,24541,1.30275657598845,103.6556555059217,11,15,61,2647
